Year,Round,EventName,DriverAbbr,Team,BestLapTime_s
2019,3,Chinese Grand Prix,RUS,Williams,95.253
2019,3,Chinese Grand Prix,SAI,McLaren,93.523
2019,3,Chinese Grand Prix,STR,Racing Point,94.292
2019,3,Chinese Grand Prix,VER,Red Bull Racing,92.089
2019,3,Chinese Grand Prix,VET,Ferrari,91.848
2019,4,Azerbaijan Grand Prix,ALB,Toro Rosso,102.154
2019,4,Azerbaijan Grand Prix,BOT,Mercedes,100.495
2019,4,Azerbaijan Grand Prix,GAS,Red Bull Racing,101.335
2019,4,Azerbaijan Grand Prix,GIO,Alfa Romeo Racing,102.14
2019,4,Azerbaijan Grand Prix,GRO,Haas F1 Team,103.407
2019,4,Azerbaijan Grand Prix,HAM,Mercedes,100.554
2019,4,Azerbaijan Grand Prix,HUL,Renault,103.427
2019,4,Azerbaijan Grand Prix,KUB,Williams,105.455
2019,4,Azerbaijan Grand Prix,KVY,Toro Rosso,101.681
2019,4,Azerbaijan Grand Prix,LEC,Ferrari,101.426
2019,4,Azerbaijan Grand Prix,MAG,Haas F1 Team,102.382
2019,4,Azerbaijan Grand Prix,NOR,McLaren,101.886
2019,4,Azerbaijan Grand Prix,PER,Racing Point,101.593
2019,4,Azerbaijan Grand Prix,RAI,Alfa Romeo Racing,102.059
2019,4,Azerbaijan Grand Prix,RIC,Renault,102.477
2019,4,Azerbaijan Grand Prix,RUS,Williams,105.062
2019,4,Azerbaijan Grand Prix,SAI,McLaren,101.936
2019,4,Azerbaijan Grand Prix,STR,Racing Point,102.63
2019,4,Azerbaijan Grand Prix,VER,Red Bull Racing,101.069
2019,4,Azerbaijan Grand Prix,VET,Ferrari,100.797
2019,5,Spanish Grand Prix,ALB,Toro Rosso,77.445
2019,5,Spanish Grand Prix,BOT,Mercedes,75.406
2019,5,Spanish Grand Prix,GAS,Red Bull Racing,76.708
2019,5,Spanish Grand Prix,GIO,Alfa Romeo Racing,78.664
2019,5,Spanish Grand Prix,GRO,Haas F1 Team,76.911
2019,5,Spanish Grand Prix,HAM,Mercedes,76.038
2019,5,Spanish Grand Prix,HUL,Renault,78.404
2019,5,Spanish Grand Prix,KUB,Williams,80.254
2019,5,Spanish Grand Prix,KVY,Toro Rosso,77.243
2019,5,Spanish Grand Prix,LEC,Ferrari,76.588
2019,5,Spanish Grand Prix,MAG,Haas F1 Team,76.922
2019,5,Spanish Grand Prix,NOR,McLaren,77.338
2019,5,Spanish Grand Prix,PER,Racing Point,77.886
2019,5,Spanish Grand Prix,RAI,Alfa Romeo Racing,77.788
2019,5,Spanish Grand Prix,RIC,Renault,77.299
2019,5,Spanish Grand Prix,RUS,Williams,79.072
2019,5,Spanish Grand Prix,SAI,McLaren,77.599
2019,5,Spanish Grand Prix,STR,Racing Point,78.471
2019,5,Spanish Grand Prix,VER,Red Bull Racing,76.357
2019,5,Spanish Grand Prix,VET,Ferrari,76.272
2019,6,Monaco Grand Prix,ALB,Toro Rosso,71.429
2019,6,Monaco Grand Prix,BOT,Mercedes,70.252
2019,6,Monaco Grand Prix,GAS,Red Bull Racing,71.041
2019,6,Monaco Grand Prix,GIO,Alfa Romeo Racing,71.976
2019,6,Monaco Grand Prix,GRO,Haas F1 Team,71.837
2019,6,Monaco Grand Prix,HAM,Mercedes,70.166
2019,6,Monaco Grand Prix,HUL,Renault,71.67
2019,6,Monaco Grand Prix,KUB,Williams,73.751
2019,6,Monaco Grand Prix,KVY,Toro Rosso,71.271
2019,6,Monaco Grand Prix,LEC,Ferrari,72.149
2019,6,Monaco Grand Prix,MAG,Haas F1 Team,71.109
2019,6,Monaco Grand Prix,NOR,McLaren,71.724
2019,6,Monaco Grand Prix,PER,Racing Point,72.233
2019,6,Monaco Grand Prix,RAI,Alfa Romeo Racing,71.993
2019,6,Monaco Grand Prix,RIC,Renault,71.218
2019,6,Monaco Grand Prix,RUS,Williams,73.477
2019,6,Monaco Grand Prix,SAI,McLaren,71.417
2019,6,Monaco Grand Prix,STR,Racing Point,72.846
2019,6,Monaco Grand Prix,VER,Red Bull Racing,70.618
2019,6,Monaco Grand Prix,VET,Ferrari,70.947
2019,7,Canadian Grand Prix,ALB,Toro Rosso,72.02
2019,7,Canadian Grand Prix,BOT,Mercedes,71.095
2019,7,Canadian Grand Prix,GAS,Red Bull Racing,71.079
2019,7,Canadian Grand Prix,GIO,Alfa Romeo Racing,72.122
2019,7,Canadian Grand Prix,GRO,Haas F1 Team,72.109
2019,7,Canadian Grand Prix,HAM,Mercedes,70.446
2019,7,Canadian Grand Prix,HUL,Renault,71.324
2019,7,Canadian Grand Prix,KUB,Williams,74.393
2019,7,Canadian Grand Prix,KVY,Toro Rosso,71.921
2019,7,Canadian Grand Prix,LEC,Ferrari,70.92
2019,7,Canadian Grand Prix,MAG,Haas F1 Team,71.786
2019,7,Canadian Grand Prix,NOR,McLaren,71.735
2019,7,Canadian Grand Prix,PER,Racing Point,72.197
2019,7,Canadian Grand Prix,RAI,Alfa Romeo Racing,72.23
2019,7,Canadian Grand Prix,RIC,Renault,71.071
2019,7,Canadian Grand Prix,RUS,Williams,73.617
2019,7,Canadian Grand Prix,SAI,McLaren,71.572
2019,7,Canadian Grand Prix,STR,Racing Point,72.266
2019,7,Canadian Grand Prix,VER,Red Bull Racing,71.619
2019,7,Canadian Grand Prix,VET,Ferrari,70.24
2019,8,French Grand Prix,ALB,Toro Rosso,90.461
2019,8,French Grand Prix,BOT,Mercedes,88.605
2019,8,French Grand Prix,GAS,Red Bull Racing,90.184
2019,8,French Grand Prix,GIO,Alfa Romeo Racing,90.408
2019,8,French Grand Prix,GRO,Haas F1 Team,91.626
2019,8,French Grand Prix,HAM,Mercedes,88.319
2019,8,French Grand Prix,HUL,Renault,90.544
2019,8,French Grand Prix,KUB,Williams,93.205
2019,8,French Grand Prix,KVY,Toro Rosso,91.564
2019,8,French Grand Prix,LEC,Ferrari,88.965
2019,8,French Grand Prix,MAG,Haas F1 Team,91.166
2019,8,French Grand Prix,NOR,McLaren,89.418
2019,8,French Grand Prix,PER,Racing Point,90.738
2019,8,French Grand Prix,RAI,Alfa Romeo Racing,90.533
2019,8,French Grand Prix,RIC,Renault,89.918
2019,8,French Grand Prix,RUS,Williams,92.789
2019,8,French Grand Prix,SAI,McLaren,89.522
2019,8,French Grand Prix,STR,Racing Point,91.726
2019,8,French Grand Prix,VER,Red Bull Racing,89.409
2019,8,French Grand Prix,VET,Ferrari,89.506
2019,9,Austrian Grand Prix,ALB,Toro Rosso,64.665
2019,9,Austrian Grand Prix,BOT,Mercedes,63.537
2019,9,Austrian Grand Prix,GAS,Red Bull Racing,63.988
2019,9,Austrian Grand Prix,GIO,Alfa Romeo Racing,64.179
2019,9,Austrian Grand Prix,GRO,Haas F1 Team,64.49
2019,9,Austrian Grand Prix,HAM,Mercedes,63.262
2019,9,Austrian Grand Prix,HUL,Renault,64.516
2019,9,Austrian Grand Prix,KUB,Williams,66.206
2019,9,Austrian Grand Prix,KVY,Toro Rosso,65.324
2019,9,Austrian Grand Prix,LEC,Ferrari,63.003
2019,9,Austrian Grand Prix,MAG,Haas F1 Team,64.072
2019,9,Austrian Grand Prix,NOR,McLaren,64.099
2019,9,Austrian Grand Prix,PER,Racing Point,64.789
2019,9,Austrian Grand Prix,RAI,Alfa Romeo Racing,64.056
2019,9,Austrian Grand Prix,RIC,Renault,64.647
2019,9,Austrian Grand Prix,RUS,Williams,65.904
2019,9,Austrian Grand Prix,SAI,McLaren,64.453
2019,9,Austrian Grand Prix,STR,Racing Point,64.832
2019,9,Austrian Grand Prix,VER,Red Bull Racing,63.439
2019,9,Austrian Grand Prix,VET,Ferrari,63.667
2019,10,British Grand Prix,ALB,Toro Rosso,86.345
2019,10,British Grand Prix,BOT,Mercedes,85.093
2019,10,British Grand Prix,GAS,Red Bull Racing,85.59
2019,10,British Grand Prix,GIO,Alfa Romeo Racing,86.449
2019,10,British Grand Prix,GRO,Haas F1 Team,86.347
2019,10,British Grand Prix,HAM,Mercedes,85.099
2019,10,British Grand Prix,HUL,Renault,86.386
2019,10,British Grand Prix,KUB,Williams,88.257
2019,10,British Grand Prix,KVY,Toro Rosso,86.721
2019,10,British Grand Prix,LEC,Ferrari,85.172
2019,10,British Grand Prix,MAG,Haas F1 Team,86.662
2019,10,British Grand Prix,NOR,McLaren,86.079
2019,10,British Grand Prix,PER,Racing Point,86.649
2019,10,British Grand Prix,RAI,Alfa Romeo Racing,86.546
2019,10,British Grand Prix,RIC,Renault,86.182
2019,10,British Grand Prix,RUS,Williams,87.789
2019,10,British Grand Prix,SAI,McLaren,86.203
2019,10,British Grand Prix,STR,Racing Point,86.762
2019,10,British Grand Prix,VER,Red Bull Racing,85.276
2019,10,British Grand Prix,VET,Ferrari,85.787
2019,11,German Grand Prix,ALB,Toro Rosso,73.461
2019,11,German Grand Prix,BOT,Mercedes,72.129
2019,11,German Grand Prix,GAS,Red Bull Racing,72.18
2019,11,German Grand Prix,GIO,Alfa Romeo Racing,72.786
2019,11,German Grand Prix,GRO,Haas F1 Team,72.769
2019,11,German Grand Prix,HAM,Mercedes,71.767
2019,11,German Grand Prix,HUL,Renault,72.766
2019,11,German Grand Prix,KUB,Williams,74.839
2019,11,German Grand Prix,KVY,Toro Rosso,73.135
2019,11,German Grand Prix,LEC,Ferrari,72.229
2019,11,German Grand Prix,MAG,Haas F1 Team,72.789
2019,11,German Grand Prix,NOR,McLaren,73.333
2019,11,German Grand Prix,PER,Racing Point,72.776
2019,11,German Grand Prix,RAI,Alfa Romeo Racing,72.519
2019,11,German Grand Prix,RIC,Renault,72.799
2019,11,German Grand Prix,RUS,Williams,74.721
2019,11,German Grand Prix,SAI,McLaren,72.632
2019,11,German Grand Prix,STR,Racing Point,73.256
2019,11,German Grand Prix,VER,Red Bull Racing,72.113
2019,12,Hungarian Grand Prix,ALB,Toro Rosso,76.687
2019,12,Hungarian Grand Prix,BOT,Mercedes,74.59
2019,12,Hungarian Grand Prix,GAS,Red Bull Racing,75.45
2019,12,Hungarian Grand Prix,GIO,Alfa Romeo Racing,76.804
2019,12,Hungarian Grand Prix,GRO,Haas F1 Team,76.013
2019,12,Hungarian Grand Prix,HAM,Mercedes,74.769
2019,12,Hungarian Grand Prix,HUL,Renault,76.565
2019,12,Hungarian Grand Prix,KUB,Williams,78.324
2019,12,Hungarian Grand Prix,KVY,Toro Rosso,76.692
2019,12,Hungarian Grand Prix,LEC,Ferrari,75.043
2019,12,Hungarian Grand Prix,MAG,Haas F1 Team,76.122
2019,12,Hungarian Grand Prix,NOR,McLaren,75.8
2019,12,Hungarian Grand Prix,PER,Racing Point,77.109
2019,12,Hungarian Grand Prix,RAI,Alfa Romeo Racing,76.041
2019,12,Hungarian Grand Prix,RIC,Renault,77.257
2019,12,Hungarian Grand Prix,RUS,Williams,77.031
2019,12,Hungarian Grand Prix,SAI,McLaren,75.852
2019,12,Hungarian Grand Prix,STR,Racing Point,77.542
2019,12,Hungarian Grand Prix,VER,Red Bull Racing,74.572
2019,12,Hungarian Grand Prix,VET,Ferrari,75.071
2019,13,Belgian Grand Prix,ALB,Red Bull Racing,105.528
2019,13,Belgian Grand Prix,BOT,Mercedes,103.415
2019,13,Belgian Grand Prix,GAS,Toro Rosso,106.435
2019,13,Belgian Grand Prix,GIO,Alfa Romeo Racing,105.637
2019,13,Belgian Grand Prix,GRO,Haas F1 Team,104.797
2019,13,Belgian Grand Prix,HAM,Mercedes,103.282
2019,13,Belgian Grand Prix,HUL,Renault,104.542
2019,13,Belgian Grand Prix,KVY,Toro Rosso,106.518
2019,13,Belgian Grand Prix,LEC,Ferrari,102.519
2019,13,Belgian Grand Prix,MAG,Haas F1 Team,104.738
2019,13,Belgian Grand Prix,NOR,McLaren,104.847
2019,13,Belgian Grand Prix,PER,Racing Point,104.706
2019,13,Belgian Grand Prix,RAI,Alfa Romeo Racing,104.14
2019,13,Belgian Grand Prix,RIC,Renault,104.103
2019,13,Belgian Grand Prix,RUS,Williams,107.548
2019,13,Belgian Grand Prix,SAI,McLaren,106.507
2019,13,Belgian Grand Prix,STR,Racing Point,105.047
2019,13,Belgian Grand Prix,VER,Red Bull Racing,103.69
2019,13,Belgian Grand Prix,VET,Ferrari,103.037
2019,14,Italian Grand Prix,ALB,Red Bull Racing,80.021
2019,14,Italian Grand Prix,BOT,Mercedes,79.354
2019,14,Italian Grand Prix,GAS,Toro Rosso,80.508
2019,14,Italian Grand Prix,GIO,Alfa Romeo Racing,80.517
2019,14,Italian Grand Prix,GRO,Haas F1 Team,80.784
2019,14,Italian Grand Prix,HAM,Mercedes,79.346
2019,14,Italian Grand Prix,HUL,Renault,80.049
2019,14,Italian Grand Prix,KUB,Williams,82.356
2019,14,Italian Grand Prix,KVY,Toro Rosso,80.63
2019,14,Italian Grand Prix,LEC,Ferrari,79.307
2019,14,Italian Grand Prix,MAG,Haas F1 Team,80.615
2019,14,Italian Grand Prix,NOR,McLaren,80.646
2019,14,Italian Grand Prix,PER,Racing Point,81.291
2019,14,Italian Grand Prix,RAI,Alfa Romeo Racing,80.515
2019,14,Italian Grand Prix,RIC,Renault,79.833
2019,14,Italian Grand Prix,RUS,Williams,81.8
2019,14,Italian Grand Prix,SAI,McLaren,80.202
2019,14,Italian Grand Prix,STR,Racing Point,80.498
2019,14,Italian Grand Prix,VER,Red Bull Racing,101.922
2019,14,Italian Grand Prix,VET,Ferrari,79.457
2019,15,Singapore Grand Prix,ALB,Red Bull Racing,97.411
2019,15,Singapore Grand Prix,BOT,Mercedes,97.142
2019,15,Singapore Grand Prix,GAS,Toro Rosso,98.699
2019,15,Singapore Grand Prix,GIO,Alfa Romeo Racing,98.697
2019,15,Singapore Grand Prix,GRO,Haas F1 Team,100.277
2019,15,Singapore Grand Prix,HAM,Mercedes,96.408
2019,15,Singapore Grand Prix,HUL,Renault,98.264
2019,15,Singapore Grand Prix,KUB,Williams,101.186
2019,15,Singapore Grand Prix,KVY,Toro Rosso,99.957
2019,15,Singapore Grand Prix,LEC,Ferrari,96.217
2019,15,Singapore Grand Prix,MAG,Haas F1 Team,99.65
2019,15,Singapore Grand Prix,NOR,McLaren,97.572
2019,15,Singapore Grand Prix,PER,Racing Point,98.62
2019,15,Singapore Grand Prix,RAI,Alfa Romeo Racing,98.858
2019,15,Singapore Grand Prix,RIC,Renault,98.095
2019,15,Singapore Grand Prix,RUS,Williams,100.867
2019,15,Singapore Grand Prix,SAI,McLaren,97.818
2019,15,Singapore Grand Prix,STR,Racing Point,99.979
2019,15,Singapore Grand Prix,VER,Red Bull Racing,96.813
2019,15,Singapore Grand Prix,VET,Ferrari,96.437
2019,16,Russian Grand Prix,ALB,Red Bull Racing,99.192
2019,16,Russian Grand Prix,BOT,Mercedes,92.632
2019,16,Russian Grand Prix,GAS,Toro Rosso,93.95
2019,16,Russian Grand Prix,GIO,Alfa Romeo Racing,94.037
2019,16,Russian Grand Prix,GRO,Haas F1 Team,93.517
2019,16,Russian Grand Prix,HAM,Mercedes,92.03
2019,16,Russian Grand Prix,HUL,Renault,93.289
2019,16,Russian Grand Prix,KUB,Williams,96.474
2019,16,Russian Grand Prix,LEC,Ferrari,91.628
2019,16,Russian Grand Prix,MAG,Haas F1 Team,93.889
2019,16,Russian Grand Prix,NOR,McLaren,93.301
2019,16,Russian Grand Prix,PER,Racing Point,93.958
2019,16,Russian Grand Prix,RAI,Alfa Romeo Racing,94.84
2019,16,Russian Grand Prix,RIC,Renault,93.661
2019,16,Russian Grand Prix,RUS,Williams,95.356
2019,16,Russian Grand Prix,SAI,McLaren,93.222
2019,16,Russian Grand Prix,STR,Racing Point,94.233
2019,16,Russian Grand Prix,VER,Red Bull Racing,92.31
2019,16,Russian Grand Prix,VET,Ferrari,92.053
2019,17,Japanese Grand Prix,ALB,Red Bull Racing,87.851
2019,17,Japanese Grand Prix,BOT,Mercedes,87.293
2019,17,Japanese Grand Prix,GAS,Toro Rosso,88.779
2019,17,Japanese Grand Prix,GIO,Alfa Romeo Racing,89.254
2019,17,Japanese Grand Prix,GRO,Haas F1 Team,89.144
2019,17,Japanese Grand Prix,HAM,Mercedes,87.302
2019,17,Japanese Grand Prix,HUL,Renault,89.619
2019,17,Japanese Grand Prix,KVY,Toro Rosso,89.563
2019,17,Japanese Grand Prix,LEC,Ferrari,87.253
2019,17,Japanese Grand Prix,NOR,McLaren,88.464
2019,17,Japanese Grand Prix,PER,Racing Point,90.344
2019,17,Japanese Grand Prix,RAI,Alfa Romeo Racing,89.358
2019,17,Japanese Grand Prix,RIC,Renault,89.822
2019,17,Japanese Grand Prix,RUS,Williams,90.364
2019,17,Japanese Grand Prix,SAI,McLaren,88.304
2019,17,Japanese Grand Prix,STR,Racing Point,89.345
2019,17,Japanese Grand Prix,VER,Red Bull Racing,87.851
2019,17,Japanese Grand Prix,VET,Ferrari,87.064
2019,18,Mexican Grand Prix,ALB,Red Bull Racing,75.336
2019,18,Mexican Grand Prix,BOT,Mercedes,75.338
2019,18,Mexican Grand Prix,GAS,Toro Rosso,76.586
2019,18,Mexican Grand Prix,GIO,Alfa Romeo Racing,77.269
2019,18,Mexican Grand Prix,GRO,Haas F1 Team,78.599
2019,18,Mexican Grand Prix,HAM,Mercedes,75.262
2019,18,Mexican Grand Prix,HUL,Renault,76.885
2019,18,Mexican Grand Prix,KUB,Williams,80.179
2019,18,Mexican Grand Prix,KVY,Toro Rosso,76.469
2019,18,Mexican Grand Prix,LEC,Ferrari,75.024
2019,18,Mexican Grand Prix,MAG,Haas F1 Team,78.436
2019,18,Mexican Grand Prix,NOR,McLaren,76.322
2019,18,Mexican Grand Prix,PER,Racing Point,76.687
2019,18,Mexican Grand Prix,RAI,Alfa Romeo Racing,76.967
2019,18,Mexican Grand Prix,RIC,Renault,76.933
2019,18,Mexican Grand Prix,RUS,Williams,78.823
2019,18,Mexican Grand Prix,SAI,McLaren,76.014
2019,18,Mexican Grand Prix,STR,Racing Point,78.065
2019,18,Mexican Grand Prix,VER,Red Bull Racing,74.758
2019,18,Mexican Grand Prix,VET,Ferrari,75.17
2019,19,United States Grand Prix,ALB,Red Bull Racing,92.548
2019,19,United States Grand Prix,BOT,Mercedes,92.029
2019,19,United States Grand Prix,GAS,Toro Rosso,93.556
2019,19,United States Grand Prix,GIO,Alfa Romeo Racing,94.226
2019,19,United States Grand Prix,GRO,Haas F1 Team,94.158
2019,19,United States Grand Prix,HAM,Mercedes,92.321
2019,19,United States Grand Prix,HUL,Renault,93.815
2019,19,United States Grand Prix,KUB,Williams,95.889
2019,19,United States Grand Prix,KVY,Toro Rosso,93.785
2019,19,United States Grand Prix,LEC,Ferrari,92.137
2019,19,United States Grand Prix,MAG,Haas F1 Team,93.812
2019,19,United States Grand Prix,NOR,McLaren,93.175
2019,19,United States Grand Prix,PER,Racing Point,95.808
2019,19,United States Grand Prix,RAI,Alfa Romeo Racing,94.369
2019,19,United States Grand Prix,RIC,Renault,93.488
2019,19,United States Grand Prix,RUS,Williams,95.372
2019,19,United States Grand Prix,SAI,McLaren,92.847
2019,19,United States Grand Prix,STR,Racing Point,93.921
2019,19,United States Grand Prix,VER,Red Bull Racing,92.096
2019,19,United States Grand Prix,VET,Ferrari,92.041
2019,20,Brazilian Grand Prix,ALB,Red Bull Racing,67.935
2019,20,Brazilian Grand Prix,BOT,Mercedes,67.874
2019,20,Brazilian Grand Prix,GAS,Toro Rosso,68.77
2019,20,Brazilian Grand Prix,GIO,Alfa Romeo Racing,68.919
2019,20,Brazilian Grand Prix,GRO,Haas F1 Team,68.705
2019,20,Brazilian Grand Prix,HAM,Mercedes,67.699
2019,20,Brazilian Grand Prix,HUL,Renault,68.921
2019,20,Brazilian Grand Prix,KUB,Williams,70.614
2019,20,Brazilian Grand Prix,KVY,Toro Rosso,69.32
2019,20,Brazilian Grand Prix,LEC,Ferrari,67.728
2019,20,Brazilian Grand Prix,MAG,Haas F1 Team,68.803
2019,20,Brazilian Grand Prix,NOR,McLaren,68.868
2019,20,Brazilian Grand Prix,PER,Racing Point,69.035
2019,20,Brazilian Grand Prix,RAI,Alfa Romeo Racing,68.858
2019,20,Brazilian Grand Prix,RIC,Renault,68.903
2019,20,Brazilian Grand Prix,RUS,Williams,70.126
2019,20,Brazilian Grand Prix,SAI,McLaren,81.912
2019,20,Brazilian Grand Prix,STR,Racing Point,69.536
2019,20,Brazilian Grand Prix,VER,Red Bull Racing,67.503
2019,20,Brazilian Grand Prix,VET,Ferrari,67.631
2019,21,Abu Dhabi Grand Prix,ALB,Red Bull Racing,95.682
2019,21,Abu Dhabi Grand Prix,BOT,Mercedes,94.973
2019,21,Abu Dhabi Grand Prix,GAS,Toro Rosso,97.089
2019,21,Abu Dhabi Grand Prix,GIO,Alfa Romeo Racing,98.114
2019,21,Abu Dhabi Grand Prix,GRO,Haas F1 Team,98.051
2019,21,Abu Dhabi Grand Prix,HAM,Mercedes,94.779
2019,21,Abu Dhabi Grand Prix,HUL,Renault,96.71
2019,21,Abu Dhabi Grand Prix,KUB,Williams,99.236
2019,21,Abu Dhabi Grand Prix,KVY,Toro Rosso,97.141
2019,21,Abu Dhabi Grand Prix,LEC,Ferrari,95.219
2019,21,Abu Dhabi Grand Prix,MAG,Haas F1 Team,97.254
2019,21,Abu Dhabi Grand Prix,NOR,McLaren,96.436
2019,21,Abu Dhabi Grand Prix,PER,Racing Point,96.961
2019,21,Abu Dhabi Grand Prix,RAI,Alfa Romeo Racing,98.383
2019,21,Abu Dhabi Grand Prix,RIC,Renault,96.456
2019,21,Abu Dhabi Grand Prix,RUS,Williams,98.717
2019,21,Abu Dhabi Grand Prix,SAI,McLaren,96.308
2019,21,Abu Dhabi Grand Prix,STR,Racing Point,97.103
2019,21,Abu Dhabi Grand Prix,VER,Red Bull Racing,95.139
2019,21,Abu Dhabi Grand Prix,VET,Ferrari,95.339
2020,1,Austrian Grand Prix,ALB,Red Bull Racing,63.746
2020,1,Austrian Grand Prix,BOT,Mercedes,62.939
2020,1,Austrian Grand Prix,GAS,AlphaTauri,64.305
2020,1,Austrian Grand Prix,GIO,Alfa Romeo Racing,65.175
2020,1,Austrian Grand Prix,GRO,Haas F1 Team,64.691
2020,1,Austrian Grand Prix,HAM,Mercedes,62.951
2020,1,Austrian Grand Prix,KVY,AlphaTauri,64.431
2020,1,Austrian Grand Prix,LAT,Williams,65.757
2020,1,Austrian Grand Prix,LEC,Ferrari,63.923
2020,1,Austrian Grand Prix,MAG,Haas F1 Team,65.164
2020,1,Austrian Grand Prix,NOR,McLaren,63.626
2020,1,Austrian Grand Prix,OCO,Renault,64.643
2020,1,Austrian Grand Prix,PER,Racing Point,63.86
2020,1,Austrian Grand Prix,RAI,Alfa Romeo Racing,65.224
2020,1,Austrian Grand Prix,RIC,Renault,64.023
2020,1,Austrian Grand Prix,RUS,Williams,65.167
2020,1,Austrian Grand Prix,SAI,McLaren,63.971
2020,1,Austrian Grand Prix,STR,Racing Point,63.955
2020,1,Austrian Grand Prix,VER,Red Bull Racing,63.477
2020,1,Austrian Grand Prix,VET,Ferrari,64.206
2020,2,Styrian Grand Prix,ALB,Red Bull Racing,79.014
2020,2,Styrian Grand Prix,BOT,Mercedes,78.657
2020,2,Styrian Grand Prix,GAS,AlphaTauri,78.744
2020,2,Styrian Grand Prix,GIO,Alfa Romeo Racing,81.831
2020,2,Styrian Grand Prix,HAM,Mercedes,77.825
2020,2,Styrian Grand Prix,KVY,AlphaTauri,79.717
2020,2,Styrian Grand Prix,LAT,Williams,81.759
2020,2,Styrian Grand Prix,LEC,Ferrari,79.628
2020,2,Styrian Grand Prix,MAG,Haas F1 Team,80.211
2020,2,Styrian Grand Prix,NOR,McLaren,78.448
2020,2,Styrian Grand Prix,OCO,Renault,78.764
2020,2,Styrian Grand Prix,PER,Racing Point,81.607
2020,2,Styrian Grand Prix,RAI,Alfa Romeo Racing,81.372
2020,2,Styrian Grand Prix,RIC,Renault,79.229
2020,2,Styrian Grand Prix,RUS,Williams,79.636
2020,2,Styrian Grand Prix,SAI,McLaren,78.59
2020,2,Styrian Grand Prix,STR,Racing Point,79.645
2020,2,Styrian Grand Prix,VER,Red Bull Racing,77.938
2020,2,Styrian Grand Prix,VET,Ferrari,79.545
2020,3,Hungarian Grand Prix,ALB,Red Bull Racing,75.715
2020,3,Hungarian Grand Prix,BOT,Mercedes,73.554
2020,3,Hungarian Grand Prix,GAS,AlphaTauri,75.508
2020,3,Hungarian Grand Prix,GIO,Alfa Romeo Racing,76.506
2020,3,Hungarian Grand Prix,GRO,Haas F1 Team,76.407
2020,3,Hungarian Grand Prix,HAM,Mercedes,73.447
2020,3,Hungarian Grand Prix,KVY,AlphaTauri,76.204
2020,3,Hungarian Grand Prix,LAT,Williams,76.105
2020,3,Hungarian Grand Prix,LEC,Ferrari,74.817
2020,3,Hungarian Grand Prix,MAG,Haas F1 Team,76.152
2020,3,Hungarian Grand Prix,NOR,McLaren,74.966
2020,3,Hungarian Grand Prix,OCO,Renault,75.719
2020,3,Hungarian Grand Prix,PER,Racing Point,74.545
2020,3,Hungarian Grand Prix,RAI,Alfa Romeo Racing,76.614
2020,3,Hungarian Grand Prix,RIC,Renault,75.661
2020,3,Hungarian Grand Prix,RUS,Williams,75.585
2020,3,Hungarian Grand Prix,SAI,McLaren,75.027
2020,3,Hungarian Grand Prix,STR,Racing Point,74.377
2020,3,Hungarian Grand Prix,VER,Red Bull Racing,74.849
2020,3,Hungarian Grand Prix,VET,Ferrari,74.774
2020,4,British Grand Prix,ALB,Red Bull Racing,86.545
2020,4,British Grand Prix,BOT,Mercedes,84.616
2020,4,British Grand Prix,GAS,AlphaTauri,86.343
2020,4,British Grand Prix,GIO,Alfa Romeo Racing,87.164
2020,4,British Grand Prix,GRO,Haas F1 Team,87.317
2020,4,British Grand Prix,HAM,Mercedes,84.303
2020,4,British Grand Prix,HUL,Racing Point,86.327
2020,4,British Grand Prix,KVY,AlphaTauri,86.744
2020,4,British Grand Prix,LAT,Williams,87.705
2020,4,British Grand Prix,LEC,Ferrari,85.427
2020,4,British Grand Prix,MAG,Haas F1 Team,87.158
2020,4,British Grand Prix,NOR,McLaren,85.782
2020,4,British Grand Prix,OCO,Renault,86.209
2020,4,British Grand Prix,RAI,Alfa Romeo Racing,87.366
2020,4,British Grand Prix,RIC,Renault,86.009
2020,4,British Grand Prix,RUS,Williams,86.732
2020,4,British Grand Prix,SAI,McLaren,85.965
2020,4,British Grand Prix,STR,Racing Point,85.839
2020,4,British Grand Prix,VER,Red Bull Racing,85.325
2020,4,British Grand Prix,VET,Ferrari,86.077
2020,5,70th Anniversary Grand Prix,ALB,Red Bull Racing,86.642
2020,5,70th Anniversary Grand Prix,BOT,Mercedes,85.154
2020,5,70th Anniversary Grand Prix,GAS,AlphaTauri,86.523
2020,5,70th Anniversary Grand Prix,GIO,Alfa Romeo Racing,88.433
2020,5,70th Anniversary Grand Prix,GRO,Haas F1 Team,87.254
2020,5,70th Anniversary Grand Prix,HAM,Mercedes,85.217
2020,5,70th Anniversary Grand Prix,HUL,Racing Point,86.082
2020,5,70th Anniversary Grand Prix,KVY,AlphaTauri,87.882
2020,5,70th Anniversary Grand Prix,LAT,Williams,88.43
2020,5,70th Anniversary Grand Prix,LEC,Ferrari,86.614
2020,5,70th Anniversary Grand Prix,MAG,Haas F1 Team,88.236
2020,5,70th Anniversary Grand Prix,NOR,McLaren,86.778
2020,5,70th Anniversary Grand Prix,OCO,Renault,87.011
2020,5,70th Anniversary Grand Prix,RAI,Alfa Romeo Racing,88.493
2020,5,70th Anniversary Grand Prix,RIC,Renault,86.297
2020,5,70th Anniversary Grand Prix,RUS,Williams,87.455
2020,5,70th Anniversary Grand Prix,SAI,McLaren,87.083
2020,5,70th Anniversary Grand Prix,STR,Racing Point,86.428
